POA_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA4560,152,262,421,2244,2669,4912,0,0,0,483,507,991,34,31,64,2443,2853,5302,41,66,111,18,29,45,114,174,291,57,86,140,180,243,424,8,3,13,90,95,191,244,265,504,490,492,985,52,94,151,54,69,121,767,1032,1797,658,778,1435,19,20,33,7998,9511,17511,41,42,91,40,43,84,9,13,22,0,0,0,22,17,31,60,79,136,80,92,172,5356,4993,10341,67,59,125,35,93,127,5449,5142,10594,1438,1383,2821,15216,16492,31710
POA4561,55,77,132,533,546,1084,0,0,0,93,107,196,6,4,4,585,591,1172,5,7,8,14,19,27,23,42,59,6,11,18,44,56,103,0,0,0,10,13,22,33,43,78,95,73,171,8,8,21,19,13,31,228,230,455,126,132,262,3,0,3,1827,1894,3715,4,4,13,3,7,13,3,3,8,0,3,5,0,0,0,6,19,24,11,18,27,1370,1195,2564,5,13,20,14,21,34,1388,1230,2622,365,326,686,3652,3557,7212
POA4562,36,58,88,623,743,1367,0,0,0,36,25,59,5,0,7,575,572,1142,5,0,7,21,16,35,28,34,66,3,3,4,40,53,93,0,0,0,12,15,29,58,70,129,90,112,205,12,3,15,11,10,20,129,166,290,101,135,233,0,9,10,1751,1956,3707,10,14,22,4,3,7,4,5,8,0,0,0,0,0,0,13,21,34,13,21,34,1745,1597,3343,10,11,30,9,20,30,1766,1632,3402,401,364,765,3984,4055,8035
POA4563,47,70,123,683,769,1454,0,0,0,32,51,84,0,0,3,567,651,1219,5,3,12,12,12,26,47,73,116,3,3,7,27,39,66,0,0,0,16,18,36,65,64,133,107,127,235,7,6,17,35,44,75,232,267,503,146,155,300,0,3,6,1990,2289,4277,8,14,23,3,0,4,3,0,0,0,0,0,0,0,0,13,26,43,13,26,43,1652,1521,3171,17,14,31,21,35,51,1689,1568,3253,392,366,757,4141,4332,8478
POA4564,33,60,90,771,899,1671,0,0,0,119,137,254,0,0,0,1003,1045,2049,7,9,17,9,21,29,50,51,103,25,21,44,59,64,125,5,7,19,9,13,22,72,80,152,162,190,349,11,15,32,6,4,10,215,278,492,144,150,293,4,6,10,2670,2996,5672,27,26,53,14,5,22,5,4,11,0,0,0,4,3,3,8,15,20,15,16,24,1968,1738,3705,20,16,40,18,22,37,2006,1776,3785,484,441,928,5257,5336,10591
POA4565,71,131,202,1186,1436,2625,0,0,0,61,75,133,0,0,0,1241,1394,2632,5,3,8,18,21,46,34,39,79,3,7,7,71,91,160,0,0,0,22,25,52,81,103,191,229,291,516,16,22,36,13,12,25,279,387,667,151,177,324,5,9,19,3410,4108,7516,17,11,28,3,3,8,4,8,12,0,0,0,6,0,6,17,34,51,21,34,57,2630,2419,5050,42,28,75,18,33,51,2692,2484,5169,749,761,1514,6967,7532,14500
POA4566,31,58,85,740,936,1674,0,0,0,45,47,88,0,0,0,702,855,1561,0,3,3,20,31,46,8,16,22,6,3,10,58,54,108,0,0,0,9,9,15,36,52,88,135,176,316,9,6,20,3,0,3,134,158,296,69,97,165,4,3,6,1965,2450,4419,15,11,27,0,4,5,3,4,4,0,0,0,4,0,4,8,14,25,11,23,32,1430,1322,2754,8,13,18,11,16,31,1449,1358,2803,369,378,746,3850,4277,8124
POA4567,63,101,164,837,944,1779,0,0,0,49,60,111,0,0,0,951,1155,2108,3,0,3,22,35,55,3,12,15,0,6,9,41,79,121,3,0,3,15,20,31,43,56,103,146,154,298,5,5,12,3,6,11,154,190,347,90,104,196,4,3,10,2371,2824,5197,19,16,33,10,8,18,15,11,24,0,0,0,0,0,3,21,26,48,20,30,50,2293,2033,4327,28,19,43,13,31,47,2332,2086,4421,573,541,1108,5398,5616,11016
POA4568,22,35,53,276,319,594,0,0,0,20,16,33,0,0,0,264,288,558,0,0,0,3,3,10,17,23,34,0,0,0,17,22,39,0,0,0,7,3,12,19,18,32,41,38,74,3,3,7,7,7,15,101,121,215,62,58,120,6,4,9,828,920,1746,3,3,8,0,0,0,0,0,0,0,0,4,0,0,0,7,18,28,9,16,30,700,637,1338,10,9,16,3,13,16,716,662,1371,190,150,342,1770,1781,3554
POA4569,14,27,42,112,139,254,0,0,0,16,14,26,0,0,0,95,97,196,0,0,0,0,0,0,3,0,3,0,0,0,7,4,10,0,0,0,3,0,6,8,3,8,26,33,59,0,0,0,3,9,9,20,30,56,35,35,69,0,0,0,336,369,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,6,6,15,327,322,654,3,3,9,4,5,4,338,324,663,102,94,198,799,824,1624
POA4570,126,194,325,3321,3627,6943,0,3,3,316,362,676,54,49,105,3201,3555,6756,41,64,106,35,34,65,224,259,479,81,98,178,237,283,516,8,3,8,200,227,430,227,278,513,628,650,1277,98,127,227,87,103,195,1764,2087,3846,782,870,1644,22,24,47,11331,12697,24028,24,20,48,18,23,41,14,17,31,5,0,12,22,17,40,73,136,210,101,159,259,6830,5881,12714,77,78,158,44,57,99,6956,6025,12975,2380,2337,4718,20953,21475,42420
POA4571,3,7,8,53,67,119,0,0,0,3,3,8,0,0,0,58,55,109,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,5,4,4,10,11,9,17,3,0,3,0,0,4,13,15,31,8,8,21,0,0,0,158,169,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,5,3,168,153,323,0,0,0,3,0,3,172,153,323,83,54,135,415,393,809
POA4572,19,37,54,263,328,593,0,0,0,31,35,58,0,0,0,367,401,768,3,3,6,7,11,16,0,6,9,12,13,24,11,24,32,3,3,3,3,5,11,26,25,48,77,71,151,6,6,8,3,4,5,67,113,178,33,58,93,0,3,3,902,1101,2012,20,15,38,0,3,4,3,0,3,0,0,0,0,3,7,6,3,7,5,8,15,689,607,1299,7,9,12,5,3,9,696,625,1320,257,261,516,1905,2053,3958
POA4573,135,198,328,1866,2121,3988,0,0,0,174,197,368,0,0,0,2242,2602,4845,8,15,22,41,46,93,88,96,182,15,19,33,112,137,250,0,0,0,31,33,64,184,219,404,340,348,692,11,18,37,9,17,30,439,592,1036,304,373,675,21,16,32,5885,6852,12742,26,36,61,21,11,32,14,26,41,4,0,5,11,5,19,20,53,75,35,63,95,5209,4950,10161,53,61,109,46,73,120,5311,5084,10392,1275,1314,2586,12695,13580,26275
POA4574,4,10,16,120,148,274,0,0,0,10,7,19,0,0,0,76,70,144,0,0,0,0,0,0,4,11,15,0,0,0,4,13,14,0,0,0,0,5,7,13,11,22,32,30,58,0,0,0,0,0,0,38,33,67,16,12,30,0,0,0,327,341,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,6,8,14,228,202,435,0,0,6,3,0,3,232,209,444,82,84,160,651,644,1298
POA4575,81,126,210,1876,2222,4093,0,0,0,178,198,377,0,0,0,2310,2532,4845,18,18,41,44,51,94,52,78,126,40,51,89,136,150,285,3,0,9,35,44,78,206,223,428,314,405,719,12,33,44,9,13,23,534,758,1292,332,371,706,8,7,13,6116,7151,13268,54,40,95,30,11,40,13,9,23,0,0,0,14,19,34,18,22,48,37,42,81,4158,3699,7857,32,32,62,22,31,55,4212,3765,7972,1042,1041,2087,11585,12192,23777
POA4580,19,28,50,525,550,1070,0,0,0,80,85,163,0,0,0,389,424,811,0,3,3,7,4,10,18,19,32,0,3,3,24,33,62,0,0,0,20,26,50,13,7,21,114,95,211,12,12,19,0,5,8,155,170,318,50,59,112,0,8,3,1408,1494,2907,3,7,11,0,3,4,0,0,3,0,0,0,0,0,0,3,11,13,9,11,14,736,591,1324,0,6,7,10,14,15,743,604,1348,295,244,539,2482,2396,4879
POA4581,0,12,11,150,134,284,0,0,0,9,8,13,0,0,0,144,143,291,0,0,0,3,0,3,3,4,5,0,0,0,4,9,17,0,0,0,5,0,4,3,4,5,25,22,44,0,0,4,0,0,0,30,35,69,4,7,13,0,0,0,386,365,746,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,3,253,190,446,0,3,0,0,3,0,256,198,448,174,126,301,820,703,1525
POA4600,0,12,10,85,88,174,0,0,0,3,7,7,0,0,0,64,72,142,0,0,6,0,0,0,0,6,5,0,0,4,3,3,7,0,0,0,3,0,3,0,0,0,26,17,41,3,3,8,0,0,3,47,41,86,11,11,27,0,3,3,254,257,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,9,143,126,266,0,3,5,0,3,6,147,133,275,45,43,87,449,441,893
POA4601,3,0,3,126,152,286,0,0,0,7,15,21,0,0,0,92,86,180,0,0,0,0,0,0,10,9,21,0,0,0,20,22,44,0,0,0,0,3,3,0,0,3,25,26,47,0,0,0,0,0,0,67,77,143,15,15,24,0,3,3,367,407,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,129,113,243,0,0,0,3,0,4,135,110,244,74,70,143,582,589,1167
POA4605,6,9,12,370,365,730,0,0,0,194,211,403,0,0,0,348,390,740,13,6,22,3,0,3,8,22,33,10,8,12,149,145,290,0,0,0,91,103,195,24,36,59,36,40,77,16,21,38,12,13,20,187,228,421,56,66,119,4,5,11,1526,1653,3180,7,8,13,0,0,3,5,0,7,20,10,31,3,4,5,3,3,8,24,21,45,589,528,1120,0,0,0,0,0,4,590,530,1123,238,224,460,2399,2441,4843
POA4606,3,4,5,190,216,401,0,0,0,62,56,114,0,0,0,188,201,385,0,8,9,0,0,0,9,12,14,3,3,4,101,93,191,0,0,0,0,0,4,7,12,22,49,53,108,3,5,10,0,3,4,108,140,241,48,54,103,4,3,5,771,852,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,314,259,568,3,3,3,0,4,4,313,266,580,126,108,233,1215,1231,2446
POA4608,3,3,6,67,64,132,0,0,0,10,8,12,0,0,0,49,69,116,3,3,8,0,0,0,3,10,12,4,3,11,23,23,44,0,0,0,0,3,0,6,7,12,17,17,30,3,0,4,0,0,3,63,58,117,21,23,41,0,7,7,278,280,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,3,9,112,94,208,3,0,3,0,0,3,118,96,217,67,61,127,466,442,909
POA4610,40,39,82,1166,1278,2446,0,0,0,116,137,250,0,0,0,1280,1401,2686,48,51,104,0,11,8,70,88,162,15,27,42,399,435,834,0,0,0,32,18,50,82,108,191,279,286,561,51,66,118,43,49,91,630,694,1323,305,362,667,26,25,57,4549,5040,9588,9,12,23,8,9,15,5,3,4,0,0,0,3,3,7,17,42,56,24,39,65,1963,1684,3645,26,8,32,8,10,18,1991,1706,3697,721,649,1366,7340,7496,14840
POA4611,0,0,0,6,15,21,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,0,0,0,0,0,3,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,0,6,3,4,9,0,0,0,36,38,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,28,0,0,0,0,0,0,18,14,28,7,4,9,58,60,118
POA4612,0,0,3,21,18,42,0,0,0,5,4,9,0,0,0,32,18,46,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,0,3,4,4,3,14,0,0,0,0,0,0,8,9,13,3,3,10,0,0,0,79,67,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,42,35,72,0,0,0,0,0,0,42,35,72,12,12,27,142,118,257
POA4613,0,0,0,91,89,178,0,0,0,11,9,20,0,0,0,74,71,141,0,0,0,0,0,0,0,0,0,0,0,0,10,6,15,0,0,0,3,0,3,0,0,0,17,8,28,3,0,3,3,3,6,34,36,70,30,26,56,0,0,3,268,250,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,116,85,202,0,0,0,0,0,0,113,86,203,69,62,132,464,398,861
POA4614,0,3,3,101,90,191,0,0,0,6,8,14,0,0,0,75,77,154,3,0,3,0,0,0,18,41,60,0,0,0,26,26,47,0,0,0,4,7,7,3,5,8,19,19,40,3,6,11,0,3,3,60,72,133,7,12,15,4,3,7,334,362,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,138,307,0,6,4,0,0,0,167,147,310,84,73,161,592,584,1182
POA4615,23,30,57,580,650,1230,0,0,0,62,71,135,0,0,0,609,644,1251,7,5,14,3,0,7,25,35,65,18,17,36,75,58,134,0,0,0,18,28,51,26,30,61,136,116,256,15,7,25,10,19,27,241,257,494,90,99,190,14,17,35,1941,2057,3998,0,3,4,0,3,6,0,0,3,3,0,3,0,0,0,10,28,36,18,28,41,1050,936,1991,18,3,20,15,18,25,1081,961,2036,522,384,899,3584,3460,7052
POA4620,0,0,0,48,44,85,0,0,0,5,3,4,0,0,0,39,36,69,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,3,15,16,30,8,4,7,0,0,0,110,111,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,34,102,0,0,0,0,0,0,69,34,102,42,34,74,220,179,400
POA4621,3,9,15,251,263,506,0,0,0,7,14,21,12,7,14,142,133,271,0,0,0,0,0,3,0,3,4,0,0,3,22,24,43,0,0,0,13,6,20,3,0,4,20,17,39,0,0,0,6,3,11,85,98,183,22,22,46,0,0,0,582,590,1170,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,7,12,3,7,12,209,172,383,0,0,3,3,0,3,215,172,392,107,87,198,911,875,1783
POA4625,0,4,7,346,375,727,0,0,0,13,4,19,0,0,0,229,242,465,0,0,5,0,0,3,4,13,18,0,0,0,11,15,30,0,0,0,20,25,50,24,34,60,46,64,113,3,0,5,3,3,3,97,126,227,36,44,77,28,19,42,869,959,1822,8,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,308,249,562,0,0,0,0,0,0,311,249,561,188,155,343,1383,1372,2760
POA4626,12,4,12,219,241,459,0,0,0,37,46,82,0,0,0,131,108,238,0,0,0,0,0,0,6,10,15,9,9,14,14,4,21,0,0,0,15,19,36,22,36,56,33,23,55,0,0,0,6,4,5,106,121,218,34,38,78,25,28,54,665,683,1343,22,11,28,7,3,10,0,0,0,0,0,0,0,0,0,6,10,8,6,10,8,270,221,495,0,0,3,0,0,0,273,223,498,172,130,302,1146,1060,2208
POA4627,0,0,0,112,91,206,0,0,0,8,12,16,0,0,0,52,61,115,4,10,11,0,0,0,0,0,0,0,0,0,6,8,16,0,0,0,4,0,4,0,3,0,20,27,45,0,0,0,0,0,0,28,33,56,11,6,21,3,3,5,256,255,506,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,118,77,196,0,0,0,0,3,3,119,81,201,86,73,158,459,418,877
POA4630,8,9,11,315,307,619,0,0,0,21,20,39,0,0,0,211,219,428,0,0,0,0,0,0,6,14,26,0,0,0,19,26,45,0,0,0,0,3,4,9,11,19,115,125,243,3,0,5,9,7,16,54,53,111,18,12,30,0,0,0,777,809,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,271,204,481,0,0,0,0,0,0,271,208,484,165,146,316,1221,1178,2401
POA4650,76,137,209,2947,3336,6284,0,0,0,251,258,507,84,85,175,2574,2943,5511,57,68,119,13,16,31,148,152,306,18,16,37,267,331,599,0,0,0,258,263,526,220,239,460,655,592,1252,67,99,165,32,35,63,1222,1508,2730,575,623,1202,44,28,70,9452,10597,20042,15,28,47,17,10,26,3,3,8,4,8,10,6,8,15,51,73,120,59,83,147,4967,4271,9239,44,31,76,21,33,53,5032,4340,9371,2409,1641,4048,17063,16830,33891
POA4655,205,330,533,5677,6599,12277,0,0,0,704,808,1509,34,33,60,5072,6099,11170,41,32,68,96,79,173,165,226,395,49,64,115,438,503,942,5,4,16,103,131,233,308,392,698,1088,1201,2284,93,140,226,60,88,143,1573,2038,3613,658,802,1464,36,47,77,16195,19270,35472,119,122,237,65,73,139,12,16,25,12,13,21,15,9,20,70,137,210,93,161,256,8838,7965,16798,81,70,156,38,77,122,8955,8113,17074,2927,2880,5810,28578,30969,59539
POA4659,11,14,19,566,613,1173,0,0,0,25,33,64,0,0,3,368,395,763,3,4,3,0,7,8,7,8,19,0,5,5,33,24,58,0,0,0,13,14,22,15,14,33,109,105,212,15,11,26,5,9,17,159,213,372,62,78,143,0,0,0,1380,1533,2912,0,6,10,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,675,537,1212,6,3,10,3,4,8,681,545,1225,334,280,614,2405,2390,4794
POA4660,16,29,48,732,734,1460,0,0,0,47,47,100,3,4,5,608,652,1259,0,0,0,4,3,8,36,38,76,3,9,14,77,62,140,0,0,0,31,35,69,24,26,50,135,142,279,12,16,36,10,18,34,344,361,705,97,102,198,8,9,21,2184,2251,4436,0,0,4,7,3,9,0,0,6,4,0,3,0,0,3,10,13,16,9,18,23,948,814,1768,3,6,7,5,7,14,958,827,1784,454,384,839,3628,3520,7145
POA4662,0,3,7,59,57,122,0,0,0,8,13,24,0,0,0,45,58,104,0,0,0,0,0,3,0,5,4,0,3,3,5,5,4,0,0,0,3,5,7,5,9,11,10,9,15,0,0,0,3,0,3,22,32,54,10,10,22,0,0,0,175,196,377,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,8,130,115,252,7,0,10,0,0,0,136,118,260,72,72,143,396,401,791
POA4670,284,397,683,7066,7878,14945,0,0,0,860,941,1803,121,120,239,7044,7817,14857,119,149,270,63,72,128,224,328,550,137,146,277,837,1002,1847,17,17,27,269,302,569,442,504,943,1431,1530,2964,149,206,360,169,202,373,2850,3590,6442,1215,1392,2614,143,172,314,23153,26373,49531,119,111,228,167,121,290,10,17,31,7,6,15,29,30,59,67,103,168,103,142,247,10996,9745,20737,117,80,199,57,74,128,11168,9900,21070,3874,3660,7531,38872,40734,79606
POA4671,18,19,41,618,574,1190,0,0,0,68,65,137,0,0,3,494,518,1014,0,3,3,0,0,3,36,37,75,13,6,24,69,80,146,0,0,0,21,31,53,25,27,50,101,83,181,10,12,24,15,23,35,204,225,427,76,97,171,7,9,19,1772,1783,3555,3,0,7,3,5,5,3,7,9,3,0,6,0,0,0,19,26,45,19,25,49,868,642,1507,7,5,14,5,6,18,880,658,1540,483,374,856,3179,2884,6061
POA4673,0,0,3,68,72,137,0,0,0,3,5,5,0,0,0,58,47,105,3,0,8,0,0,0,0,0,0,0,0,0,6,6,17,0,0,0,7,0,8,0,0,0,19,25,41,0,0,3,0,0,0,17,27,44,19,18,37,0,0,0,201,210,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,6,10,85,85,175,0,0,0,0,0,4,88,86,178,27,24,52,320,329,652
POA4674,4,12,14,178,151,325,0,0,0,6,5,15,0,0,0,108,112,220,8,5,9,0,0,0,6,0,8,0,0,0,12,15,30,0,0,0,5,4,12,11,12,23,34,30,58,3,3,9,5,3,7,41,50,89,27,20,47,0,0,3,442,412,855,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,4,3,11,10,239,148,392,0,3,3,0,0,0,239,150,391,96,78,178,791,662,1451
POA4676,0,0,0,28,25,59,0,0,0,3,4,9,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,10,3,4,8,0,0,0,55,49,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,32,0,0,0,0,0,0,24,14,32,6,11,18,81,75,160
POA4677,33,37,73,397,350,747,0,0,0,44,41,86,0,0,0,253,275,523,3,0,3,4,0,9,6,7,11,4,0,5,17,20,37,0,0,0,8,6,18,14,18,39,94,67,156,0,3,0,3,9,11,69,83,152,30,40,69,3,3,3,954,916,1874,0,3,0,3,0,3,0,0,0,0,0,0,0,3,5,10,17,22,10,19,30,581,466,1051,9,10,26,11,9,19,605,489,1093,261,215,479,1868,1684,3549
POA4678,0,4,0,112,115,223,0,0,0,6,5,14,0,0,0,93,68,157,0,0,3,3,0,3,0,0,3,0,0,0,6,5,12,0,0,0,3,0,3,0,0,0,27,26,55,3,4,5,0,3,3,42,44,87,3,3,7,0,0,0,294,280,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,121,77,196,0,0,0,0,0,0,121,77,196,44,36,74,462,392,856
POA4680,252,284,531,4508,4652,9164,0,0,0,526,567,1088,9,3,7,5853,5957,11810,62,60,122,104,100,207,86,119,207,79,77,160,277,325,599,3,0,7,109,108,219,353,401,760,1069,989,2055,77,124,204,51,58,107,1352,1501,2857,695,713,1409,45,41,89,15263,15805,31067,225,230,461,157,151,307,11,16,22,3,0,8,53,38,86,45,86,135,105,123,229,8784,7322,16104,96,84,180,28,46,79,8910,7450,16361,2773,2417,5190,27685,26484,54166
POA4694,0,0,0,15,15,30,0,0,0,3,0,3,0,0,0,27,26,54,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,0,0,0,0,0,0,9,5,17,0,0,0,0,0,0,62,65,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,34,0,0,0,0,0,0,24,16,37,12,17,29,95,94,189
POA4695,0,0,3,116,105,220,0,0,0,10,7,23,0,0,0,128,110,234,0,3,4,0,0,0,0,3,3,0,0,0,17,15,36,0,0,0,0,0,0,7,5,10,17,19,39,4,4,8,0,3,4,24,37,63,16,19,38,0,0,0,343,343,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,174,128,308,0,0,3,0,0,0,178,129,307,61,61,118,586,536,1121
POA4697,0,0,0,23,17,44,0,0,0,0,0,0,0,0,0,16,12,27,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,7,10,5,3,5,0,0,0,53,47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,39,0,0,0,0,0,0,19,17,39,6,3,13,76,69,146
POA4699,0,0,0,53,48,102,0,0,0,5,5,9,0,0,0,43,56,104,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,20,23,43,3,0,0,0,0,0,25,18,47,0,7,6,0,4,5,154,159,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,30,88,0,0,0,0,0,0,59,35,95,24,20,47,242,214,455
POA4700,62,95,154,1430,1764,3189,0,0,0,126,136,263,0,0,7,2328,2532,4858,7,10,14,18,24,38,49,41,84,16,13,29,30,67,102,3,3,8,23,33,55,71,83,151,319,362,675,40,59,96,4,15,19,472,621,1098,181,189,371,0,7,5,5116,5952,11068,50,50,100,46,36,76,4,4,7,15,11,25,7,8,19,31,29,57,52,48,101,2131,1763,3898,36,24,62,11,7,12,2179,1797,3975,1028,927,1954,8527,8906,17437
POA4701,184,231,419,3325,3768,7088,0,3,3,573,661,1233,5,5,10,5438,5907,11345,18,18,41,34,40,67,92,120,203,101,102,207,141,141,278,3,4,9,68,101,166,384,459,840,833,924,1756,111,179,288,44,55,103,1243,1607,2848,616,684,1292,21,19,36,13044,14790,27833,253,177,435,257,117,369,3,3,7,3,7,15,53,51,103,66,70,142,127,132,257,5133,4377,9504,63,47,115,28,16,48,5224,4441,9668,2052,1728,3783,21146,21616,42762
POA4702,58,90,146,2721,2846,5570,0,0,0,275,266,543,4,8,11,3312,3325,6638,19,18,38,12,12,22,44,75,120,19,21,39,164,163,323,0,0,0,49,51,96,158,180,332,624,600,1215,89,111,196,43,47,92,1106,1226,2336,432,424,858,24,25,47,9098,9379,18482,35,37,68,13,16,33,3,7,9,5,6,9,10,13,23,25,45,75,41,64,105,3484,2792,6274,47,40,86,12,13,27,3545,2844,6389,2129,1248,3376,14930,13684,28609
POA4703,73,93,168,1914,2169,4085,0,0,0,147,177,324,0,0,0,2752,2980,5734,8,8,16,14,21,32,59,64,126,21,14,34,69,93,162,0,0,0,55,77,130,92,102,198,401,401,794,29,33,65,29,36,63,624,802,1431,297,317,614,21,12,31,6525,7306,13830,13,18,31,4,10,10,0,3,3,3,0,3,3,0,9,26,45,72,38,48,79,3187,2719,5905,35,41,75,22,23,48,3241,2782,6024,1331,1048,2382,11226,11310,22530
POA4704,0,0,0,22,21,44,0,0,0,3,0,3,0,0,0,15,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,7,10,18,3,0,3,0,0,0,54,47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,17,0,0,0,0,0,0,15,8,22,10,6,13,80,59,132
