POA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
POA4490,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,129
POA4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
POA4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,34
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,39
POA4496,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,46
POA4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,57
POA4498,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,53
POA4500,14,0,909,37,83,7,0,87,0,125,0,9,3,0,12,0,11,0,0,0,0,0,0,0,35,95,8,0,106,0,141,0,0,0,0,0,0,0,939,101,8,0,113,0,1056,327,3,0,0,3,0,334,10,42,3,0,45,0,55,3,3,3,0,10,0,11,0,0,0,0,0,0,0,12,47,10,0,57,0,67,0,0,0,0,0,0,0,335,47,10,0,61,0,397,100,0,0,0,0,0,103,3,23,0,0,24,0,28,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,23,3,0,27,0,27,0,0,0,0,0,0,0,107,23,8,0,27,0,132,7303,146,5,0,152,0,7458,256,753,34,9,796,0,1052,6,58,67,0,129,0,139,6,9,0,3,9,0,15,267,819,105,10,931,0,1200,7,0,0,0,0,14,20,7578,965,106,10,1079,13,8676
POA4501,3,0,88,3,8,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,10,0,0,0,0,0,0,0,92,13,0,0,13,0,106,15,0,0,0,0,0,15,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,15,5,0,0,5,0,24,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,3,0,15,677,12,0,0,12,0,688,41,68,3,0,69,0,111,0,3,0,0,3,0,7,0,0,0,0,0,0,0,42,77,0,0,77,0,120,0,0,0,0,0,3,3,715,85,0,0,93,3,812
POA4502,4,0,184,8,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,10,0,13,0,0,0,0,0,0,0,185,12,0,0,12,0,192,55,0,0,0,0,0,59,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,56,10,0,0,10,0,68,21,0,0,0,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,24,0,0,0,0,0,24,1485,34,0,0,34,3,1519,53,107,0,3,107,0,157,0,4,3,0,12,0,11,0,0,0,0,0,0,0,52,113,3,3,116,0,166,7,0,0,0,0,0,7,1539,141,3,3,151,4,1692
POA4503,20,0,638,23,71,5,0,81,0,101,0,4,0,0,9,0,9,0,0,0,0,0,0,0,22,79,7,0,84,0,109,0,0,0,0,0,0,0,640,92,8,0,105,0,747,202,4,0,0,4,0,205,3,31,0,0,38,0,38,0,3,0,0,3,0,4,0,0,0,0,0,0,0,4,33,0,0,39,0,42,0,0,0,0,0,0,0,206,41,0,0,41,0,248,62,0,0,0,0,0,62,5,20,0,0,20,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,15,0,23,0,0,0,0,0,0,0,65,20,0,0,15,0,83,6691,177,3,4,191,12,6885,231,729,19,3,757,0,986,5,52,11,0,61,0,63,7,7,0,10,14,0,18,241,786,31,9,830,0,1068,7,4,0,0,3,20,29,6935,964,35,15,1021,30,7979
POA4504,5,0,596,17,34,3,0,38,0,52,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,36,3,0,40,0,53,0,0,0,0,0,0,0,604,46,3,0,44,0,654,159,0,0,0,0,0,159,3,16,3,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,0,22,0,23,0,0,0,0,0,0,0,164,18,3,0,23,0,184,50,0,0,0,0,0,50,0,5,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,6,0,0,0,0,0,0,0,52,8,0,0,9,0,57,4178,75,0,0,82,9,4265,115,190,14,0,203,0,312,4,15,3,0,19,0,23,0,0,0,4,4,3,3,113,205,19,6,226,3,344,5,0,0,0,0,0,5,4296,279,16,6,305,10,4611
POA4505,0,3,513,15,13,0,0,14,0,31,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,13,3,0,16,0,32,0,0,0,0,0,0,0,528,18,3,0,18,3,542,148,3,0,0,3,0,151,8,8,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,13,0,0,0,0,0,0,0,159,10,0,0,10,0,164,50,0,0,0,0,0,49,3,7,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,4,0,0,0,0,0,0,0,51,5,0,0,5,0,59,3385,33,0,5,37,4,3427,83,142,3,0,145,3,229,0,5,0,0,4,0,4,5,0,0,0,0,0,5,90,144,3,0,152,3,239,0,0,0,0,0,0,3,3472,178,3,5,184,11,3672
POA4506,4,3,441,6,22,0,0,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,28,0,33,0,0,0,0,0,0,0,438,32,0,0,36,3,475,101,3,0,0,3,0,106,8,4,0,0,4,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,5,0,0,10,0,17,0,0,0,0,0,0,0,111,9,0,0,13,0,123,34,0,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,35,3,0,0,3,0,36,3454,64,0,0,64,8,3528,87,185,3,0,185,0,276,0,12,14,0,28,0,28,0,3,0,0,3,0,3,87,200,16,0,219,0,305,8,0,0,0,0,7,15,3552,264,16,0,281,13,3852
POA4507,6,0,199,7,12,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,0,9,0,20,0,0,0,0,0,0,0,203,12,3,0,16,0,219,57,0,0,0,0,0,56,4,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,6,0,0,0,0,0,0,0,60,4,0,0,3,0,66,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,1364,19,0,0,19,6,1392,40,48,7,0,50,0,90,0,3,0,0,3,0,3,0,0,0,0,0,0,0,40,51,7,0,56,0,89,0,0,0,0,0,0,0,1404,67,7,0,73,6,1487
POA4508,9,0,319,12,50,3,0,49,0,64,0,3,0,0,6,0,6,0,0,0,0,0,0,0,12,55,3,0,59,0,73,0,0,0,0,0,0,0,322,59,3,0,64,0,384,57,3,0,0,3,0,59,6,21,0,0,21,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,23,0,26,0,0,0,0,0,0,0,59,27,0,0,27,0,89,17,0,0,0,0,0,17,4,15,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,15,0,21,0,0,0,0,0,0,0,23,15,0,0,15,0,39,2443,65,0,0,63,4,2508,99,342,17,0,353,0,461,0,18,4,0,18,0,18,0,0,0,0,0,0,0,99,356,24,0,375,0,485,7,0,0,0,0,13,23,2553,419,24,0,441,20,3011
POA4509,12,0,625,25,109,5,0,119,0,142,0,3,0,0,8,0,8,0,0,0,0,0,0,0,25,115,8,0,124,0,143,0,0,0,0,0,0,0,639,130,8,3,135,0,775,167,0,0,0,0,0,167,5,55,0,0,57,0,65,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,55,0,0,59,0,64,0,0,0,0,0,0,0,174,55,0,0,59,0,233,58,0,0,0,0,0,58,4,31,0,0,31,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,32,0,33,0,0,0,0,0,0,0,61,29,0,0,32,0,90,5335,145,0,3,143,5,5490,234,1240,23,6,1265,0,1496,3,43,19,0,60,0,58,6,8,0,0,8,0,15,241,1289,42,6,1333,0,1567,0,0,0,0,0,10,18,5577,1433,40,3,1476,19,7073
POA4510,15,0,711,19,47,0,0,44,0,63,0,6,8,0,17,0,17,0,4,0,0,4,0,4,19,56,8,0,65,0,86,3,0,0,0,0,0,6,714,68,13,0,76,3,797,166,0,0,0,4,0,170,6,18,0,0,18,0,26,0,4,4,0,7,0,7,0,0,0,0,0,0,0,10,20,4,0,25,0,34,0,0,0,0,0,0,0,175,26,4,0,31,0,206,52,0,0,0,0,0,55,3,9,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,6,0,7,0,0,0,0,0,0,0,60,8,0,0,8,0,67,6359,90,7,0,94,12,6474,201,423,14,0,437,3,635,8,61,33,0,94,0,100,5,8,0,3,11,0,12,213,488,41,3,537,3,750,15,3,0,0,3,14,36,6589,581,48,3,634,32,7254
POA4511,3,0,150,8,7,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,5,0,11,0,0,0,0,0,0,0,155,6,0,0,6,0,164,30,0,0,0,0,0,31,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,29,3,0,0,3,0,37,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,1158,19,0,0,19,0,1177,24,32,0,0,32,0,58,0,0,0,0,0,0,0,0,5,0,0,5,0,4,27,36,0,0,36,0,64,0,0,0,0,0,3,3,1180,56,0,0,56,3,1238
POA4512,3,0,87,0,5,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,11,0,0,0,0,0,0,0,89,7,3,0,11,0,102,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,33,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,605,9,0,0,9,0,613,9,17,4,0,21,0,32,0,3,6,0,10,0,10,0,0,0,0,0,0,0,9,22,6,0,29,0,35,0,0,0,0,0,0,0,613,34,6,0,41,0,648
POA4514,0,0,126,3,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,3,0,0,0,0,0,0,0,129,5,0,0,6,0,131,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,933,10,3,0,9,0,940,12,22,0,0,22,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,22,0,31,0,0,0,0,0,5,11,949,24,3,0,29,5,979
POA4515,0,3,62,0,9,0,0,8,0,13,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,12,0,0,14,0,12,0,0,0,0,0,0,0,60,12,0,0,14,3,76,10,0,0,0,0,0,10,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,3,0,0,3,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,495,0,0,0,0,3,495,5,82,0,0,84,0,93,0,6,7,0,14,0,18,0,3,0,0,3,0,7,8,91,8,0,106,0,114,0,0,0,0,0,0,0,502,91,8,0,106,3,612
POA4516,0,0,130,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,0,0,134,10,0,0,10,0,144,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,38,3,0,0,3,0,39,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,760,3,0,0,3,4,772,6,25,0,0,25,0,37,0,0,0,0,0,0,0,0,4,0,0,4,0,4,6,28,0,0,28,0,39,7,0,0,0,0,0,7,778,36,0,0,36,4,822
POA4517,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,20,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,114,0,0,0,0,0,122,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,114,9,0,0,9,0,124
