POA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
POA4486,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4487,..,0,9,0,0,0,3,0,0,0,14,..,0,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,9,0,0,3,7,3,0,0,17,0,0,3,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,10,5,5,6,0,3,0,3,3,0,6,32,3,3,3,0,0,3,3,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
POA4488,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4489,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4490,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4491,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4492,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4493,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4494,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4496,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4497,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4498,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4500,..,39,197,39,46,39,23,11,3,7,412,..,17,84,17,10,8,11,20,6,6,171,..,0,0,0,0,3,0,3,37,3,49,..,0,0,0,0,0,0,0,0,0,3,..,19,82,14,8,15,10,18,44,9,222,..,0,0,0,0,0,0,0,0,0,0,..,57,279,50,57,53,38,35,46,15,640,89,212,188,31,32,15,10,15,4,17,617,22,55,147,23,17,16,18,15,16,7,340,0,0,0,0,0,0,0,5,7,4,15,0,0,0,0,0,0,0,0,0,0,0,22,55,151,23,17,16,14,23,21,10,355,0,0,0,0,0,0,0,0,0,0,3,115,265,337,52,46,33,28,37,24,30,972,267,126,138,29,37,38,10,12,6,14,676,68,67,215,33,32,36,42,19,17,15,552,0,0,14,0,4,11,0,0,17,3,48,3,0,0,0,0,0,0,0,0,0,4,69,68
POA4501,..,3,24,0,0,5,9,0,0,7,43,..,0,4,3,3,0,0,3,0,3,20,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,3,3,0,0,3,0,3,22,..,0,0,0,0,0,0,0,0,0,0,..,3,29,3,4,7,9,3,3,9,62,11,24,21,0,0,4,0,0,0,4,59,0,9,4,3,5,0,3,4,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,5,0,3,3,4,0,30,0,0,0,0,0,0,0,0,0,0,0,15,30,23,3,5,4,3,3,4,4,88,38,9,19,8,0,3,0,0,0,0,93,3,4,21,5,9,4,3,4,3,0,57,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5
POA4502,..,17,27,6,12,0,3,4,0,3,69,..,3,18,0,5,0,3,3,0,0,41,..,0,0,0,0,0,0,0,6,0,10,..,0,0,0,0,0,0,0,0,0,0,..,3,18,0,5,3,3,3,7,4,44,..,0,0,0,0,0,0,0,0,0,0,..,18,46,10,11,4,7,12,7,5,122,9,32,17,3,0,0,0,0,0,3,72,0,6,20,0,0,0,6,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,6,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,9,41,35,3,4,0,5,0,3,6,107,45,20,28,9,11,0,0,3,0,3,123,14,8,22,0,6,4,4,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8
POA4503,..,30,183,99,57,54,39,30,35,27,558,..,6,60,16,28,16,7,7,8,7,167,..,0,0,0,0,3,0,3,4,3,8,..,0,0,0,0,0,0,0,3,0,3,..,6,60,16,28,19,7,9,15,10,182,..,0,0,0,0,0,0,0,0,0,3,..,38,245,115,83,71,49,41,50,42,740,71,176,201,37,35,31,21,13,20,21,624,23,44,90,24,20,8,14,18,15,3,255,0,0,3,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,23,45,90,25,17,9,14,22,15,3,268,0,0,0,0,0,0,0,0,0,0,3,101,221,294,60,54,38,35,35,31,31,900,261,154,230,64,56,52,23,20,16,19,907,91,72,274,43,43,35,41,40,10,6,659,0,0,9,0,0,3,3,7,0,3,25,3,0,0,0,0,0,0,0,3,0,8,91,77
POA4504,..,26,128,34,29,14,5,10,0,13,273,..,4,11,3,19,4,3,8,0,0,43,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,11,4,19,4,3,8,0,4,47,..,0,0,0,0,0,0,0,0,0,0,..,32,136,39,49,14,12,17,3,13,318,25,82,151,17,18,13,5,3,3,4,311,5,11,11,3,11,0,7,3,0,3,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,13,16,3,11,0,7,3,0,3,50,0,0,0,0,0,0,0,0,0,0,0,33,88,164,22,28,13,10,8,3,3,366,108,41,55,12,8,8,3,3,0,6,250,13,12,27,4,5,3,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,12
POA4505,..,12,60,11,11,13,17,9,3,9,151,..,3,13,0,0,3,3,7,0,0,31,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,0,4,..,3,13,3,0,4,8,9,4,0,40,..,0,0,0,0,0,0,0,0,0,0,..,17,75,12,11,15,21,15,6,12,189,34,59,70,6,7,0,3,8,3,3,196,0,13,15,0,0,0,3,7,3,0,42,0,0,0,0,0,0,0,3,10,5,13,0,0,0,0,0,0,0,0,0,0,3,0,13,15,0,0,0,3,13,8,10,62,0,0,0,0,0,0,0,0,0,0,0,35,70,88,8,9,3,8,16,12,14,259,87,36,44,4,3,9,10,7,4,4,206,14,11,18,11,7,3,6,8,7,7,84,0,0,0,0,0,3,0,7,7,5,21,0,0,0,0,0,0,0,0,0,0,0,14,16
POA4506,..,14,79,22,20,16,9,16,0,4,181,..,3,19,12,10,5,8,3,0,4,55,..,0,0,0,0,0,8,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,3,19,10,10,5,12,3,3,4,67,..,0,0,0,0,0,0,0,0,0,0,..,21,92,30,32,21,20,17,3,11,247,40,81,72,16,12,12,3,10,4,3,244,13,15,29,0,8,9,0,3,5,5,82,0,3,0,0,0,0,4,4,11,11,41,0,0,0,0,0,0,0,0,0,0,0,14,15,29,0,8,9,6,14,17,15,121,0,0,0,0,0,0,0,0,0,0,0,48,93,96,12,23,20,14,19,23,20,366,84,36,61,11,15,7,12,6,0,13,256,33,21,47,9,15,11,9,13,10,8,173,0,3,3,5,0,5,8,17,20,22,91,0,0,0,0,0,0,0,0,0,0,3,33,27
POA4507,..,11,32,14,7,7,5,6,5,4,100,..,4,7,0,4,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,3,0,4,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,18,35,14,12,8,5,7,3,7,116,12,30,39,3,7,3,0,3,0,3,100,3,3,5,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,7,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,15,39,43,4,11,3,3,4,0,3,124,44,10,22,6,5,7,6,3,7,0,108,3,3,7,9,3,0,5,0,10,0,36,0,0,0,0,0,0,0,8,3,4,15,0,0,0,0,0,0,0,0,0,0,0,3,6
POA4508,..,13,76,27,28,25,9,8,6,12,193,..,6,22,11,18,7,3,6,6,3,83,..,0,0,0,0,0,0,6,3,0,8,..,0,0,0,0,0,0,0,0,0,0,..,6,22,11,14,11,3,18,13,3,98,..,0,0,0,0,0,0,0,0,0,0,..,21,95,34,46,30,9,20,18,14,288,42,71,62,11,16,5,3,7,0,15,229,22,39,31,8,20,4,0,13,0,5,145,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,39,30,8,22,6,0,14,0,5,156,0,0,0,0,0,0,0,0,0,0,0,70,109,97,13,39,12,3,24,4,21,389,98,34,50,16,9,14,8,7,0,8,232,34,5,33,17,12,3,12,9,3,11,143,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,35,5
POA4509,..,56,400,83,120,108,85,95,38,39,1021,..,3,132,35,49,24,30,16,17,18,328,..,0,0,0,0,4,3,6,10,4,29,..,0,0,0,0,0,0,0,0,0,0,..,3,134,35,48,28,31,29,21,23,357,..,0,0,0,0,0,0,0,0,0,0,..,65,530,120,169,144,114,117,57,65,1380,52,195,376,66,55,42,28,23,24,24,888,10,32,133,23,17,14,11,22,12,12,294,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,32,136,26,17,14,17,30,12,11,302,0,0,3,0,0,0,0,0,0,0,0,65,231,513,89,68,56,47,55,37,36,1192,178,91,252,73,77,61,44,40,17,25,845,73,101,320,51,59,43,42,41,22,5,758,0,6,5,3,6,3,5,8,4,10,43,0,0,0,0,0,0,0,0,0,0,0,72,105
POA4510,..,26,111,37,23,25,21,24,7,8,282,..,8,50,42,22,9,10,14,3,9,161,..,0,0,0,0,0,3,0,6,0,10,..,0,0,0,0,0,0,0,0,0,3,..,8,50,39,22,9,13,15,7,6,176,..,0,0,0,0,0,0,0,0,0,0,..,35,159,80,47,36,34,36,18,17,455,49,113,112,19,12,9,13,19,13,10,366,11,35,73,27,18,20,14,17,20,24,248,0,9,0,0,0,5,7,32,58,41,146,0,0,0,0,0,0,0,0,0,0,0,9,39,73,27,21,26,18,48,75,61,403,0,0,0,0,0,0,0,0,0,0,0,66,151,183,41,31,34,29,66,94,76,768,182,76,103,25,20,18,22,10,20,17,481,43,39,106,21,38,32,32,53,44,16,425,0,15,12,3,6,16,33,60,49,75,270,0,0,0,0,0,0,0,0,0,0,3,43,59
POA4511,..,4,26,7,4,8,3,6,0,3,53,..,0,8,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,8,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,4,31,10,4,8,3,6,0,3,65,8,11,32,7,0,0,3,0,0,6,62,0,0,8,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,11,11,40,7,3,0,3,3,3,6,79,26,11,3,3,7,3,0,0,0,5,57,3,0,8,3,0,0,0,3,0,0,27,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0
POA4512,..,3,3,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,0,7,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,0,3,0,0,3,0,10,0,16,4,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,21,0,0,0,0,0,0,0,0,0,0,0,3,21,4,0,0,0,0,0,5,3,36,5,10,4,0,3,0,0,0,0,0,28,3,0,0,0,0,0,0,3,0,6,16,0,0,0,0,0,0,0,4,3,8,14,0,0,0,0,0,0,0,0,0,0,0,3,0
POA4514,..,3,11,0,3,0,0,3,0,0,23,..,0,4,0,0,0,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,3,15,0,3,0,3,3,0,0,34,3,13,14,3,3,0,0,3,0,0,32,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,27,27,3,17,13,3,3,0,0,4,0,27,66,15,0,14,0,3,0,0,0,0,0,38,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
