POA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA4482,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4486,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,10,0,0,0
POA4487,139,0,0,0,0,0,142,0,10,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,11,0,0,0,0,0,0,0,139,8,0,0,8,0,146,174,0,0,0,0,0,177,3,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,12,0,0,0,0,0,0,0,180,8,0,0,8,0,192,84,0,0,0,0,0,86,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,85,0,0,0,0,0,89,37,0,0,0,0,0,37,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,40,5,0,0,5,0,39,53,0,0,0
POA4488,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
POA4489,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
POA4490,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,46,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,46,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,11,0,0,0
POA4491,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4492,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4494,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4496,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,13,16,0,0,0,0,0,16,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,3,0,0,3,0,16,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0
POA4497,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
POA4498,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
POA4500,2065,53,0,0,53,0,2112,82,228,8,4,242,0,328,5,24,16,0,33,0,40,0,0,0,3,4,0,4,88,254,24,6,282,0,374,3,0,0,0,0,3,11,2154,306,24,6,335,7,2495,2070,48,3,0,52,0,2119,77,199,12,0,208,0,279,3,14,25,0,34,0,35,0,0,0,0,0,0,3,78,211,28,0,244,0,317,0,0,0,0,0,7,3,2147,255,34,0,288,3,2446,1136,26,0,0,26,0,1162,31,119,5,0,125,0,152,0,8,12,0,24,0,24,0,3,0,0,3,0,3,31,130,20,0,148,0,178,0,0,0,0,0,0,3,1172,154,20,0,170,0,1346,710,10,0,0,10,0,715,19,62,3,0,64,0,85,0,3,3,0,11,0,11,0,0,0,0,0,0,0,19,62,7,0,73,0,91,0,0,0,0,0,0,0,729,73,7,0,82,0,814,902,14,0,0
POA4501,226,3,0,0,3,0,230,16,22,0,0,22,0,37,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,26,0,0,26,0,42,0,0,0,0,0,0,0,241,32,0,0,32,0,271,194,8,0,0,8,0,200,10,20,0,0,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,26,0,32,0,0,0,0,0,0,0,205,25,0,0,32,0,236,88,0,0,0,0,0,88,4,5,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,12,0,16,0,0,0,0,0,0,0,89,8,0,0,12,0,106,54,0,0,0,0,0,56,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,60,6,0,0,6,0,62,85,3,0,0
POA4502,383,7,0,0,7,0,385,19,30,0,0,28,0,48,0,3,0,0,5,0,7,0,0,0,0,0,0,0,24,31,0,0,32,0,56,0,0,0,0,0,0,0,404,35,0,0,38,0,440,445,14,0,0,14,0,462,11,40,0,0,39,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,0,0,39,0,48,0,0,0,0,0,0,0,461,47,0,0,52,0,509,251,6,0,0,6,0,261,3,15,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,17,0,18,0,0,0,0,0,0,4,261,21,0,0,21,3,284,148,0,0,0,0,0,151,4,13,0,0,13,0,18,0,0,3,0,3,0,3,0,0,0,0,0,0,0,4,13,3,0,12,0,17,0,0,0,0,0,0,0,154,16,3,0,13,0,171,176,4,0,0
POA4503,2285,76,0,4,80,4,2371,86,247,4,0,255,0,339,4,19,4,0,21,0,25,0,3,0,3,6,0,6,87,267,10,3,286,0,374,0,4,0,0,3,3,4,2372,352,10,10,370,7,2749,2010,47,3,0,47,3,2066,65,192,6,4,199,0,269,0,19,0,0,15,0,22,0,0,0,0,3,0,3,67,213,7,5,225,0,289,0,0,0,0,0,11,12,2080,259,11,5,269,11,2365,953,17,0,0,19,3,981,29,114,3,0,117,0,145,0,3,0,0,5,0,5,0,0,0,3,3,0,4,36,113,8,3,123,0,157,0,0,0,0,0,8,8,991,136,9,3,140,7,1146,554,14,0,0,12,0,569,14,54,3,0,56,0,70,0,4,0,0,3,0,3,3,0,0,0,0,0,3,19,58,3,0,62,0,79,0,0,0,0,0,0,0,571,68,4,0,71,0,642,616,21,0,0
POA4504,965,18,0,0,18,3,983,35,31,0,0,30,0,67,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35,31,3,0,32,3,73,3,0,0,0,0,0,6,1002,49,3,0,51,10,1062,1286,27,0,0,27,0,1320,27,52,0,0,56,0,83,0,6,0,0,10,0,7,0,0,0,0,0,0,0,34,56,6,0,61,0,97,0,0,0,0,0,0,0,1321,82,6,0,89,0,1414,699,16,0,0,12,3,719,15,27,0,0,33,0,44,0,3,0,0,3,0,3,0,0,0,0,0,0,0,14,30,0,0,32,0,49,0,0,0,0,0,0,0,718,44,4,0,52,3,766,423,6,0,0,11,0,439,16,22,0,0,24,0,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,21,0,3,24,0,40,0,0,0,0,0,0,0,441,35,0,3,34,0,480,591,5,0,0
POA4505,771,6,0,3,13,0,785,19,45,0,0,45,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,0,0,45,0,59,0,0,0,0,0,0,0,790,54,0,3,53,7,843,917,6,0,0,11,3,933,13,37,0,0,37,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,0,0,37,0,56,0,0,0,0,0,0,0,936,47,0,0,52,0,987,567,7,0,0,7,0,575,16,24,0,0,24,0,40,0,3,0,0,3,0,3,3,0,0,0,0,0,3,20,26,0,0,26,0,41,0,0,0,0,0,0,0,582,30,0,0,30,0,614,416,8,0,0,8,0,424,9,11,3,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,3,0,12,0,26,0,0,0,0,0,0,0,427,21,3,0,22,0,446,510,0,0,0
POA4506,1051,20,0,0,20,4,1078,29,43,0,0,47,0,70,0,6,5,0,11,0,11,0,0,0,0,0,0,0,29,51,5,0,52,0,81,5,0,0,0,0,0,4,1086,68,5,0,75,5,1163,943,24,0,0,24,0,965,25,66,3,0,68,0,98,0,3,3,0,8,0,8,0,0,0,0,0,0,0,25,73,5,0,76,0,104,0,0,0,0,0,3,5,971,93,5,0,103,3,1073,555,11,0,0,11,0,565,12,18,0,0,18,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,21,0,36,0,0,0,0,0,0,0,568,29,0,0,31,3,606,335,3,0,0,3,0,342,11,19,0,0,19,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,23,0,31,0,0,0,0,0,0,0,344,25,0,0,25,3,374,434,4,0,0
POA4507,281,11,0,0,11,0,292,7,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,12,0,0,0,0,0,0,0,292,13,0,0,13,3,312,377,3,0,0,3,0,385,11,11,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,0,24,0,0,0,0,0,0,0,388,20,0,0,21,0,407,272,6,0,0,6,0,283,4,11,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,14,0,17,0,0,0,0,0,0,0,280,16,0,0,13,0,295,155,0,0,0,0,0,161,3,9,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,7,0,13,0,0,0,0,0,0,0,160,9,0,0,7,0,171,195,6,0,0
POA4508,729,21,0,0,21,0,755,30,60,8,0,70,0,98,0,7,0,0,6,0,6,0,0,0,0,0,0,0,30,71,4,0,72,0,110,0,0,0,0,0,3,5,766,92,4,0,100,3,866,726,18,0,0,20,3,744,26,79,4,0,84,0,112,0,3,0,0,3,0,3,0,0,0,0,0,0,0,26,87,4,0,91,0,119,3,0,0,0,0,5,13,756,103,4,0,106,11,872,385,6,0,0,6,0,391,8,62,0,0,66,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,69,0,0,68,0,78,0,0,0,0,0,3,5,393,74,0,0,73,3,471,224,5,0,0,5,0,227,10,44,0,0,42,0,58,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,46,3,0,50,0,58,0,0,0,0,0,0,0,238,48,3,0,55,0,288,310,9,0,0
POA4509,1554,51,0,0,51,0,1605,73,412,8,0,422,0,496,0,11,5,0,21,0,21,0,0,0,0,0,0,0,75,428,11,0,443,0,516,0,0,0,0,0,3,3,1629,480,11,0,491,3,2128,1526,54,0,0,49,3,1574,72,372,6,0,379,0,453,0,14,3,0,19,0,22,0,3,0,0,3,0,8,77,388,10,0,401,0,479,0,0,0,0,0,4,3,1604,443,15,0,450,3,2059,881,22,0,0,22,0,900,29,166,3,0,171,0,201,0,3,3,0,4,0,10,0,0,0,0,0,0,0,30,171,3,0,180,0,211,0,0,0,0,0,3,4,912,198,3,0,200,4,1122,543,9,0,0,9,0,553,20,93,3,0,92,0,112,0,3,0,0,3,0,3,0,0,0,0,0,0,4,22,92,0,0,98,0,117,0,0,0,0,0,3,3,560,101,0,0,108,3,673,614,15,0,3
POA4510,1926,25,0,0,25,7,1957,66,127,4,0,127,3,196,3,16,5,0,24,0,32,0,0,0,0,3,0,3,68,145,10,3,157,3,228,0,3,0,0,3,5,9,2000,173,10,3,189,16,2198,1900,25,0,0,25,9,1934,63,132,3,0,138,0,195,0,12,10,0,18,0,18,3,0,0,0,3,0,3,64,143,13,0,157,0,222,7,0,0,0,0,6,12,1972,167,13,0,180,11,2163,973,14,0,0,16,0,991,26,62,0,0,61,0,85,4,11,3,0,11,0,14,5,0,0,0,0,0,4,28,73,3,0,78,0,104,0,0,0,0,0,0,3,1009,86,6,0,92,0,1101,642,8,0,0,10,0,653,12,41,0,0,42,0,52,0,3,3,0,8,0,8,0,0,0,0,0,0,0,19,46,3,0,46,0,65,4,0,0,0,0,0,4,660,52,7,0,57,0,721,697,15,0,0
POA4511,300,4,0,0,4,0,302,7,9,0,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,8,0,18,0,0,0,0,0,0,0,309,12,0,0,12,0,322,349,4,0,0,4,0,357,7,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,9,0,9,0,0,0,0,0,0,0,352,9,0,0,9,0,365,199,4,0,0,4,0,199,0,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,10,0,0,0,0,0,3,3,196,11,0,0,11,3,210,125,3,0,0,3,0,129,4,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,10,0,0,0,0,0,0,0,125,8,0,0,8,0,137,148,3,0,0
